ds,trend,Store
2019-05-15,5642.459934694563,2
2019-05-16,5643.185568443307,2
2019-05-17,5643.91120219205,2
2019-05-18,5644.636835940793,2
2019-05-19,5645.362469689537,2
2019-05-20,5646.088103438281,2
2019-05-21,5646.813737187023,2
2019-05-22,5647.539370935767,2
2019-05-23,5648.265004684511,2
2019-05-24,5648.990638433255,2
2019-05-25,5649.716272181999,2
2019-05-26,5650.441905930741,2
2019-05-27,5651.167539679485,2
2019-05-28,5651.893173428229,2
2019-05-29,5652.618807176972,2
2019-05-30,5653.344440925715,2
2019-05-31,5654.070074674459,2
2019-04-14,9362.448169639796,3
2019-04-15,9364.272100964778,3
2019-04-16,9366.096032289759,3
2019-04-17,9367.91996361474,3
2019-04-18,9369.74389493972,3
2019-04-19,9371.567826264702,3
2019-04-20,9373.391757589683,3
2019-04-21,9375.215688914664,3
2019-04-22,9377.039620239644,3
2019-04-23,9378.863551564626,3
2019-04-24,9380.687482889607,3
2019-04-25,9382.511414214587,3
2019-04-26,9384.335345539568,3
2019-04-27,9386.15927686455,3
2019-04-28,9387.983208189531,3
2019-04-29,9389.80713951451,3
2019-04-30,9391.631070839492,3
2019-05-01,9393.455002164474,3
2019-05-02,9395.278933489453,3
2019-05-03,9397.102864814435,3
2019-05-04,9398.926796139414,3
2019-05-05,9400.750727464396,3
2019-05-06,9402.574658789375,3
2019-05-07,9404.398590114357,3
2019-05-08,9406.222521439338,3
2019-05-09,9408.04645276432,3
2019-05-10,9409.8703840893,3
2019-05-11,9411.694315414281,3
2019-05-12,9413.518246739262,3
2019-05-13,9415.342178064244,3
2019-05-14,9417.166109389223,3
2019-05-15,9418.990040714205,3
2019-05-16,9420.813972039186,3
2019-05-17,9422.637903364168,3
2019-05-18,9424.461834689148,3
2019-05-19,9426.285766014129,3
2019-05-20,9428.10969733911,3
2019-05-21,9429.933628664092,3
2019-05-22,9431.757559989072,3
2019-05-23,9433.581491314053,3
2019-05-24,9435.405422639034,3
2019-05-25,9437.229353964016,3
2019-05-26,9439.053285288996,3
2019-05-27,9440.877216613977,3
2019-05-28,9442.701147938958,3
2019-05-29,9444.525079263938,3
2019-05-30,9446.34901058892,3
2019-05-31,9448.172941913901,3
2019-04-14,6783.070869009462,4
2019-04-15,6781.147703801524,4
2019-04-16,6779.224538593585,4
2019-04-17,6777.301373385646,4
2019-04-18,6775.378208177706,4
2019-04-19,6773.455042969767,4
2019-04-20,6771.5318777618295,4
2019-04-21,6769.60871255389,4
2019-04-22,6767.685547345951,4
2019-04-23,6765.762382138013,4
2019-04-24,6763.839216930074,4
2019-04-25,6761.916051722134,4
2019-04-26,6759.992886514196,4
2019-04-27,6758.069721306258,4
2019-04-28,6756.146556098318,4
2019-04-29,6754.223390890379,4
2019-04-30,6752.300225682441,4
2019-05-01,6750.377060474501,4
2019-05-02,6748.4538952665625,4
2019-05-03,6746.530730058624,4
2019-05-04,6744.607564850686,4
2019-05-05,6742.684399642746,4
2019-05-06,6740.761234434807,4
2019-05-07,6738.838069226869,4
2019-05-08,6736.9149040189295,4
2019-05-09,6734.991738810991,4
2019-05-10,6733.068573603052,4
2019-05-11,6731.145408395112,4
2019-05-12,6729.222243187174,4
2019-05-13,6727.299077979235,4
2019-05-14,6725.375912771296,4
2019-05-15,6723.452747563358,4
2019-05-16,6721.529582355419,4
2019-05-17,6719.60641714748,4
2019-05-18,6717.68325193954,4
2019-05-19,6715.760086731602,4
2019-05-20,6713.8369215236635,4
2019-05-21,6711.913756315724,4
2019-05-22,6709.990591107786,4
2019-05-23,6708.067425899847,4
2019-05-24,6706.144260691907,4
2019-05-25,6704.221095483968,4
2019-05-26,6702.2979302760305,4
2019-05-27,6700.374765068092,4
2019-05-28,6698.451599860152,4
2019-05-29,6696.528434652214,4
2019-05-30,6694.605269444275,4
2019-05-31,6692.682104236335,4
2019-04-14,3780.9501347137643,5
2019-04-15,3780.3012565612535,5
2019-04-16,3779.652378408742,5
2019-04-17,3779.0035002562313,5
2019-04-18,3778.35462210372,5
2019-04-19,3777.705743951209,5
2019-04-20,3777.0568657986973,5
2019-04-21,3776.4079876461865,5
2019-04-22,3775.759109493675,5
2019-04-23,3775.1102313411643,5
2019-04-24,3774.461353188653,5
2019-04-25,3773.812475036142,5
2019-04-26,3773.1635968836304,5
2019-04-27,3772.5147187311195,5
2019-04-28,3771.865840578608,5
2019-04-29,3771.2169624260973,5
2019-04-30,3770.568084273586,5
2019-05-01,3769.919206121075,5
2019-05-02,3769.2703279685634,5
2019-05-03,3768.6214498160525,5
2019-05-04,3767.972571663542,5
2019-05-05,3767.3236935110303,5
2019-05-06,3766.6748153585195,5
2019-05-07,3766.025937206008,5
2019-05-08,3765.3770590534973,5
2019-05-09,3764.728180900986,5
2019-05-10,3764.079302748475,5
2019-05-11,3763.4304245959634,5
2019-05-12,3762.7815464434525,5
2019-05-13,3762.132668290941,5
2019-05-14,3761.4837901384303,5
2019-05-15,3760.834911985919,5
2019-05-16,3760.186033833408,5
2019-05-17,3759.5371556808964,5
2019-05-18,3758.8882775283855,5
2019-05-19,3758.239399375874,5
2019-05-20,3757.5905212233633,5
2019-05-21,3756.941643070852,5
2019-05-22,3756.292764918341,5
2019-05-23,3755.6438867658303,5
2019-05-24,3754.9950086133185,5
2019-05-25,3754.346130460807,5
2019-05-26,3753.6972523082964,5
2019-05-27,3753.0483741557855,5
2019-05-28,3752.399496003274,5
2019-05-29,3751.7506178507633,5
2019-05-30,3751.1017396982515,5
2019-05-31,3750.452861545741,5
2019-04-14,6820.74193321431,6
2019-04-15,6821.69214128727,6
2019-04-16,6822.64234936023,6
2019-04-17,6823.5925574331895,6
2019-04-18,6824.5427655061485,6
2019-04-19,6825.492973579109,6
2019-04-20,6826.443181652068,6
2019-04-21,6827.393389725028,6
2019-04-22,6828.343597797988,6
2019-04-23,6829.293805870948,6
2019-04-24,6830.244013943908,6
2019-04-25,6831.194222016867,6
2019-04-26,6832.1444300898265,6
2019-04-27,6833.094638162786,6
2019-04-28,6834.044846235746,6
2019-04-29,6834.995054308705,6
2019-04-30,6835.945262381666,6
2019-05-01,6836.895470454625,6
2019-05-02,6837.845678527585,6
2019-05-03,6838.795886600545,6
2019-05-04,6839.746094673505,6
2019-05-05,6840.696302746464,6
2019-05-06,6841.646510819423,6
2019-05-07,6842.596718892383,6
2019-05-08,6843.546926965343,6
2019-05-09,6844.497135038303,6
2019-05-10,6845.447343111262,6
2019-05-11,6846.397551184223,6
2019-05-12,6847.347759257182,6
2019-05-13,6848.297967330142,6
2019-05-14,6849.2481754031005,6
2019-05-15,6850.198383476061,6
2019-05-16,6851.148591549021,6
2019-05-17,6852.09879962198,6
2019-05-18,6853.049007694941,6
2019-05-19,6853.9992157679,6
2019-05-20,6854.94942384086,6
2019-05-21,6855.899631913819,6
2019-05-22,6856.849839986779,6
2019-05-23,6857.800048059738,6
2019-05-24,6858.750256132698,6
2019-05-25,6859.700464205657,6
2019-05-26,6860.650672278618,6
2019-05-27,6861.600880351578,6
2019-05-28,6862.551088424537,6
2019-05-29,6863.501296497498,6
2019-05-30,6864.451504570457,6
2019-05-31,6865.401712643416,6
2019-04-14,5554.294690187962,7
2019-04-15,5554.982035415948,7
2019-04-16,5555.669380643935,7
2019-04-17,5556.356725871921,7
2019-04-18,5557.044071099908,7
2019-04-19,5557.731416327894,7
2019-04-20,5558.418761555881,7
2019-04-21,5559.106106783867,7
2019-04-22,5559.793452011854,7
2019-04-23,5560.48079723984,7
2019-04-24,5561.168142467827,7
2019-04-25,5561.855487695813,7
2019-04-26,5562.5428329238,7
2019-04-27,5563.230178151786,7
2019-04-28,5563.917523379773,7
2019-04-29,5564.60486860776,7
2019-04-30,5565.292213835746,7
2019-05-01,5565.979559063732,7
2019-05-02,5566.666904291719,7
2019-05-03,5567.354249519706,7
2019-05-04,5568.041594747692,7
2019-05-05,5568.728939975678,7
2019-05-06,5569.416285203665,7
2019-05-07,5570.103630431652,7
2019-05-08,5570.790975659638,7
2019-05-09,5571.478320887624,7
2019-05-10,5572.165666115611,7
2019-05-11,5572.853011343598,7
2019-05-12,5573.540356571584,7
2019-05-13,5574.22770179957,7
2019-05-14,5574.915047027557,7
2019-05-15,5575.602392255544,7
2019-05-16,5576.28973748353,7
2019-05-17,5576.977082711516,7
2019-05-18,5577.664427939503,7
2019-05-19,5578.35177316749,7
2019-05-20,5579.039118395476,7
2019-05-21,5579.726463623462,7
2019-05-22,5580.413808851449,7
2019-05-23,5581.101154079436,7
2019-05-24,5581.788499307422,7
2019-05-25,5582.475844535408,7
2019-05-26,5583.163189763395,7
2019-05-27,5583.850534991382,7
2019-05-28,5584.537880219368,7
2019-05-29,5585.225225447354,7
2019-05-30,5585.912570675341,7
2019-05-31,5586.599915903328,7
2019-04-14,6525.052915496702,8
2019-04-15,6526.092115994049,8
2019-04-16,6527.131316491397,8
2019-04-17,6528.170516988745,8
2019-04-18,6529.209717486093,8
2019-04-19,6530.24891798344,8
2019-04-20,6531.288118480788,8
2019-04-21,6532.327318978136,8
2019-04-22,6533.366519475483,8
2019-04-23,6534.405719972831,8
2019-04-24,6535.444920470178,8
2019-04-25,6536.484120967526,8
2019-04-26,6537.523321464873,8
2019-04-27,6538.562521962222,8
2019-04-28,6539.601722459569,8
2019-04-29,6540.640922956916,8
2019-04-30,6541.6801234542645,8
2019-05-01,6542.719323951612,8
2019-05-02,6543.75852444896,8
2019-05-03,6544.797724946307,8
2019-05-04,6545.836925443656,8
2019-05-05,6546.876125941003,8
2019-05-06,6547.915326438351,8
2019-05-07,6548.954526935698,8
2019-05-08,6549.993727433045,8
2019-05-09,6551.032927930393,8
2019-05-10,6552.072128427741,8
2019-05-11,6553.111328925089,8
2019-05-12,6554.150529422436,8
2019-05-13,6555.189729919784,8
2019-05-14,6556.228930417132,8
2019-05-15,6557.268130914479,8
2019-05-16,6558.307331411827,8
2019-05-17,6559.346531909175,8
2019-05-18,6560.385732406523,8
2019-05-19,6561.42493290387,8
2019-05-20,6562.464133401218,8
2019-05-21,6563.503333898566,8
2019-05-22,6564.542534395912,8
2019-05-23,6565.581734893261,8
2019-05-24,6566.620935390608,8
2019-05-25,6567.660135887956,8
2019-05-26,6568.6993363853035,8
2019-05-27,6569.738536882652,8
2019-05-28,6570.777737379999,8
2019-05-29,6571.816937877346,8
2019-05-30,6572.856138374695,8
2019-05-31,6573.895338872042,8
2019-04-14,6831.980550791948,9
2019-04-15,6832.385204342214,9
2019-04-16,6832.78985789248,9
2019-04-17,6833.1945114427435,9
2019-04-18,6833.599164993008,9
2019-04-19,6834.003818543274,9
2019-04-20,6834.40847209354,9
2019-04-21,6834.8131256438055,9
2019-04-22,6835.217779194069,9
2019-04-23,6835.622432744335,9
2019-04-24,6836.027086294601,9
2019-04-25,6836.431739844866,9
2019-04-26,6836.836393395131,9
2019-04-27,6837.241046945395,9
2019-04-28,6837.645700495661,9
2019-04-29,6838.050354045927,9
2019-04-30,6838.455007596192,9
2019-05-01,6838.859661146458,9
2019-05-02,6839.264314696722,9
2019-05-03,6839.668968246988,9
2019-05-04,6840.073621797253,9
2019-05-05,6840.478275347518,9
2019-05-06,6840.882928897782,9
2019-05-07,6841.287582448048,9
2019-05-08,6841.692235998314,9
2019-05-09,6842.096889548579,9
2019-05-10,6842.501543098845,9
2019-05-11,6842.906196649109,9
2019-05-12,6843.310850199375,9
2019-05-13,6843.7155037496395,9
2019-05-14,6844.120157299905,9
2019-05-15,6844.524810850171,9
2019-05-16,6844.929464400435,9
2019-05-17,6845.334117950701,9
2019-05-18,6845.738771500966,9
2019-05-19,6846.143425051232,9
2019-05-20,6846.548078601497,9
2019-05-21,6846.952732151761,9
2019-05-22,6847.3573857020265,9
2019-05-23,6847.762039252292,9
2019-05-24,6848.166692802558,9
2019-05-25,6848.571346352824,9
2019-05-26,6848.9759999030875,9
2019-05-27,6849.380653453353,9
2019-05-28,6849.785307003618,9
2019-05-29,6850.189960553884,9
2019-05-30,6850.5946141041495,9
2019-05-31,6850.999267654413,9
2019-04-14,2322.321536364671,10
2019-04-15,2321.8311976172004,10
2019-04-16,2321.3408588697303,10
2019-04-17,2320.85052012226,10
2019-04-18,2320.3601813747896,10
2019-04-19,2319.869842627319,10
2019-04-20,2319.379503879849,10
2019-04-21,2318.889165132379,10
2019-04-22,2318.3988263849087,10
2019-04-23,2317.908487637438,10
2019-04-24,2317.4181488899676,10
2019-04-25,2316.9278101424975,10
2019-04-26,2316.437471395027,10
2019-04-27,2315.947132647557,10
2019-04-28,2315.4567939000867,10
2019-04-29,2314.966455152616,10
2019-04-30,2314.476116405146,10
2019-05-01,2313.9857776576755,10
2019-05-02,2313.4954389102054,10
2019-05-03,2313.0051001627353,10
2019-05-04,2312.5147614152647,10
2019-05-05,2312.024422667794,10
2019-05-06,2311.534083920324,10
2019-05-07,2311.043745172854,10
2019-05-08,2310.553406425384,10
2019-05-09,2310.0630676779133,10
2019-05-10,2309.5727289304427,10
2019-05-11,2309.082390182972,10
2019-05-12,2308.592051435502,10
2019-05-13,2308.101712688032,10
2019-05-14,2307.611373940562,10
2019-05-15,2307.1210351930913,10
2019-05-16,2306.630696445621,10
2019-05-17,2306.1403576981506,10
2019-05-18,2305.6500189506805,10
2019-05-19,2305.15968020321,10
2019-05-20,2304.66934145574,10
2019-05-21,2304.1790027082693,10
2019-05-22,2303.688663960799,10
2019-05-23,2303.198325213329,10
2019-05-24,2302.7079864658585,10
2019-05-25,2302.2176477183884,10
2019-05-26,2301.727308970918,10
2019-05-27,2301.2369702234473,10
2019-05-28,2300.746631475977,10
2019-05-29,2300.256292728507,10
2019-05-30,2299.765953981037,10
2019-05-31,2299.2756152335664,10
2019-04-14,8192.930243858156,11
2019-04-15,8193.80060106649,11
2019-04-16,8194.670958274824,11
2019-04-17,8195.541315483159,11
2019-04-18,8196.411672691493,11
2019-04-19,8197.282029899827,11
2019-04-20,8198.15238710816,11
2019-04-21,8199.022744316495,11
2019-04-22,8199.893101524829,11
2019-04-23,8200.763458733165,11
2019-04-24,8201.633815941497,11
2019-04-25,8202.504173149831,11
2019-04-26,8203.374530358165,11
2019-04-27,8204.2448875665,11
2019-04-28,8205.115244774834,11
2019-04-29,8205.985601983168,11
2019-04-30,8206.855959191502,11
2019-05-01,8207.726316399838,11
2019-05-02,8208.596673608172,11
2019-05-03,8209.467030816506,11
2019-05-04,8210.33738802484,11
2019-05-05,8211.207745233172,11
2019-05-06,8212.078102441506,11
2019-05-07,8212.94845964984,11
2019-05-08,8213.818816858175,11
2019-05-09,8214.68917406651,11
2019-05-10,8215.559531274845,11
2019-05-11,8216.429888483179,11
2019-05-12,8217.300245691513,11
2019-05-13,8218.170602899847,11
2019-05-14,8219.040960108181,11
2019-05-15,8219.911317316515,11
2019-05-16,8220.78167452485,11
2019-05-17,8221.652031733183,11
2019-05-18,8222.522388941517,11
2019-05-19,8223.392746149852,11
2019-05-20,8224.263103358186,11
2019-05-21,8225.13346056652,11
2019-05-22,8226.003817774854,11
2019-05-23,8226.874174983188,11
2019-05-24,8227.744532191522,11
2019-05-25,8228.614889399856,11
2019-05-26,8229.48524660819,11
2019-05-27,8230.355603816524,11
2019-05-28,8231.225961024858,11
2019-05-29,8232.096318233193,11
2019-05-30,8232.966675441527,11
2019-05-31,8233.83703264986,11
2019-04-14,6908.587134275113,12
2019-04-15,6907.427914969756,12
2019-04-16,6906.268695664398,12
2019-04-17,6905.109476359041,12
2019-04-18,6903.950257053684,12
2019-04-19,6902.791037748326,12
2019-04-20,6901.631818442968,12
2019-04-21,6900.472599137611,12
2019-04-22,6899.313379832254,12
2019-04-23,6898.154160526896,12
2019-04-24,6896.994941221538,12
2019-04-25,6895.835721916182,12
2019-04-26,6894.676502610823,12
2019-04-27,6893.517283305467,12
2019-04-28,6892.358064000108,12
2019-04-29,6891.198844694751,12
2019-04-30,6890.039625389394,12
2019-05-01,6888.880406084037,12
2019-05-02,6887.721186778678,12
2019-05-03,6886.561967473321,12
2019-05-04,6885.402748167964,12
2019-05-05,6884.243528862607,12
2019-05-06,6883.084309557249,12
2019-05-07,6881.925090251891,12
2019-05-08,6880.765870946534,12
2019-05-09,6879.6066516411765,12
2019-05-10,6878.447432335819,12
2019-05-11,6877.288213030461,12
2019-05-12,6876.128993725104,12
2019-05-13,6874.9697744197465,12
2019-05-14,6873.810555114389,12
2019-05-15,6872.6513358090315,12
2019-05-16,6871.492116503675,12
2019-05-17,6870.3328971983165,12
2019-05-18,6869.173677892959,12
2019-05-19,6868.014458587601,12
2019-05-20,6866.855239282245,12
2019-05-21,6865.696019976886,12
2019-05-22,6864.536800671529,12
2019-05-23,6863.377581366171,12
2019-05-24,6862.218362060815,12
2019-05-25,6861.059142755457,12
2019-05-26,6859.899923450099,12
2019-05-27,6858.740704144742,12
2019-05-28,6857.581484839385,12
2019-05-29,6856.422265534027,12
2019-05-30,6855.263046228669,12
2019-05-31,6854.103826923311,12
2019-04-14,6072.952920683132,13
2019-04-15,6072.999990889445,13
2019-04-16,6073.047061095759,13
2019-04-17,6073.094131302072,13
2019-04-18,6073.141201508386,13
2019-04-19,6073.188271714699,13
2019-04-20,6073.235341921013,13
2019-04-21,6073.282412127326,13
2019-04-22,6073.329482333639,13
2019-04-23,6073.376552539953,13
2019-04-24,6073.423622746266,13
2019-04-25,6073.47069295258,13
2019-04-26,6073.517763158893,13
2019-04-27,6073.564833365207,13
2019-04-28,6073.61190357152,13
2019-04-29,6073.658973777834,13
2019-04-30,6073.706043984146,13
2019-05-01,6073.753114190459,13
2019-05-02,6073.800184396773,13
2019-05-03,6073.847254603086,13
2019-05-04,6073.8943248094,13
2019-05-05,6073.941395015713,13
2019-05-06,6073.988465222027,13
2019-05-07,6074.03553542834,13
2019-05-08,6074.082605634654,13
2019-05-09,6074.129675840967,13
2019-05-10,6074.17674604728,13
2019-05-11,6074.223816253594,13
2019-05-12,6074.270886459907,13
2019-05-13,6074.317956666221,13
2019-05-14,6074.365026872534,13
2019-05-15,6074.412097078848,13
2019-05-16,6074.459167285161,13
2019-05-17,6074.506237491475,13
2019-05-18,6074.553307697788,13
2019-05-19,6074.600377904101,13
2019-05-20,6074.647448110415,13
2019-05-21,6074.694518316728,13
2019-05-22,6074.741588523041,13
2019-05-23,6074.788658729354,13
2019-05-24,6074.835728935668,13
2019-05-25,6074.882799141981,13
2019-05-26,6074.929869348295,13
2019-05-27,6074.976939554608,13
2019-05-28,6075.024009760921,13
2019-05-29,6075.071079967235,13
2019-05-30,6075.118150173548,13
2019-05-31,6075.165220379862,13
2019-04-14,11194.536941945955,14
2019-04-15,11195.392163189434,14
2019-04-16,11196.24738443291,14
2019-04-17,11197.102605676391,14
2019-04-18,11197.957826919868,14
2019-04-19,11198.813048163347,14
2019-04-20,11199.668269406826,14
2019-04-21,11200.523490650303,14
2019-04-22,11201.378711893783,14
2019-04-23,11202.23393313726,14
2019-04-24,11203.08915438074,14
2019-04-25,11203.944375624218,14
2019-04-26,11204.799596867695,14
2019-04-27,11205.654818111174,14
2019-04-28,11206.510039354653,14
2019-04-29,11207.365260598131,14
2019-04-30,11208.22048184161,14
2019-05-01,11209.07570308509,14
2019-05-02,11209.930924328566,14
2019-05-03,11210.786145572045,14
2019-05-04,11211.641366815524,14
2019-05-05,11212.496588059,14
2019-05-06,11213.351809302481,14
2019-05-07,11214.207030545958,14
2019-05-08,11215.062251789437,14
2019-05-09,11215.917473032916,14
2019-05-10,11216.772694276395,14
2019-05-11,11217.627915519872,14
2019-05-12,11218.48313676335,14
2019-05-13,11219.33835800683,14
2019-05-14,11220.193579250308,14
2019-05-15,11221.048800493787,14
2019-05-16,11221.904021737264,14
2019-05-17,11222.759242980743,14
2019-05-18,11223.614464224222,14
2019-05-19,11224.469685467699,14
2019-05-20,11225.32490671118,14
2019-05-21,11226.180127954656,14
2019-05-22,11227.035349198135,14
2019-05-23,11227.890570441614,14
2019-05-24,11228.745791685093,14
2019-05-25,11229.60101292857,14
2019-05-26,11230.456234172048,14
2019-05-27,11231.311455415527,14
2019-05-28,11232.166676659006,14
2019-05-29,11233.021897902485,14
2019-05-30,11233.877119145962,14
2019-05-31,11234.732340389442,14
2019-04-14,9626.616389798739,15
2019-04-15,9627.832312835795,15
2019-04-16,9629.048235872851,15
2019-04-17,9630.264158909906,15
2019-04-18,9631.480081946962,15
2019-04-19,9632.696004984018,15
2019-04-20,9633.911928021074,15
2019-04-21,9635.12785105813,15
2019-04-22,9636.343774095187,15
2019-04-23,9637.559697132243,15
2019-04-24,9638.7756201693,15
2019-04-25,9639.991543206355,15
2019-04-26,9641.20746624341,15
2019-04-27,9642.423389280466,15
2019-04-28,9643.639312317522,15
2019-04-29,9644.855235354578,15
2019-04-30,9646.071158391636,15
2019-05-01,9647.28708142869,15
2019-05-02,9648.503004465749,15
2019-05-03,9649.718927502805,15
2019-05-04,9650.934850539861,15
2019-05-05,9652.150773576916,15
2019-05-06,9653.366696613972,15
2019-05-07,9654.582619651028,15
2019-05-08,9655.798542688084,15
2019-05-09,9657.01446572514,15
2019-05-10,9658.230388762197,15
2019-05-11,9659.446311799253,15
2019-05-12,9660.662234836309,15
2019-05-13,9661.878157873365,15
2019-05-14,9663.09408091042,15
2019-05-15,9664.310003947476,15
2019-05-16,9665.525926984532,15
2019-05-17,9666.741850021588,15
2019-05-18,9667.957773058644,15
2019-05-19,9669.1736960957,15
2019-05-20,9670.389619132757,15
2019-05-21,9671.605542169815,15
2019-05-22,9672.82146520687,15
2019-05-23,9674.037388243927,15
2019-05-24,9675.253311280982,15
2019-05-25,9676.469234318038,15
2019-05-26,9677.685157355094,15
2019-05-27,9678.90108039215,15
2019-05-28,9680.117003429206,15
2019-05-29,9681.332926466263,15
2019-05-30,9682.548849503319,15
2019-05-31,9683.764772540375,15
2019-04-14,5499.1218851517715,16
2019-04-15,5496.721165422716,16
2019-04-16,5494.32044569366,16
2019-04-17,5491.919725964606,16
2019-04-18,5489.5190062355505,16
2019-04-19,5487.118286506496,16
2019-04-20,5484.71756677744,16
2019-04-21,5482.316847048384,16
2019-04-22,5479.916127319329,16
2019-04-23,5477.515407590274,16
2019-04-24,5475.114687861218,16
2019-04-25,5472.713968132162,16
2019-04-26,5470.3132484031075,16
2019-04-27,5467.912528674052,16
2019-04-28,5465.511808944997,16
2019-04-29,5463.11108921594,16
2019-04-30,5460.7103694868865,16
2019-05-01,5458.309649757831,16
2019-05-02,5455.908930028776,16
2019-05-03,5453.508210299719,16
2019-05-04,5451.107490570665,16
2019-05-05,5448.706770841609,16
2019-05-06,5446.306051112554,16
2019-05-07,5443.905331383498,16
2019-05-08,5441.504611654443,16
2019-05-09,5439.103891925389,16
2019-05-10,5436.703172196332,16
2019-05-11,5434.302452467276,16
2019-05-12,5431.901732738222,16
2019-05-13,5429.501013009167,16
2019-05-14,5427.10029328011,16
2019-05-15,5424.699573551056,16
2019-05-16,5422.298853822001,16
2019-05-17,5419.898134092945,16
2019-05-18,5417.49741436389,16
2019-05-19,5415.096694634834,16
2019-05-20,5412.695974905779,16
2019-05-21,5410.295255176723,16
2019-05-22,5407.894535447668,16
2019-05-23,5405.4938157186125,16
2019-05-24,5403.093095989557,16
2019-05-25,5400.692376260502,16
2019-05-26,5398.291656531447,16
2019-05-27,5395.8909368023915,16
2019-05-28,5393.490217073337,16
2019-05-29,5391.089497344281,16
2019-05-30,5388.688777615225,16
2019-05-31,5386.2880578861705,16
2019-04-14,4926.103245837881,17
2019-04-15,4927.749949281236,17
2019-04-16,4929.396652724592,17
2019-04-17,4931.043356167946,17
2019-04-18,4932.690059611302,17
2019-04-19,4934.336763054656,17
2019-04-20,4935.983466498011,17
2019-04-21,4937.630169941365,17
2019-04-22,4939.276873384721,17
2019-04-23,4940.923576828076,17
2019-04-24,4942.57028027143,17
2019-04-25,4944.216983714786,17
2019-04-26,4945.86368715814,17
2019-04-27,4947.510390601496,17
2019-04-28,4949.15709404485,17
2019-04-29,4950.803797488205,17
2019-04-30,4952.450500931561,17
2019-05-01,4954.097204374915,17
2019-05-02,4955.74390781827,17
2019-05-03,4957.390611261625,17
2019-05-04,4959.03731470498,17
2019-05-05,4960.684018148335,17
2019-05-06,4962.33072159169,17
2019-05-07,4963.977425035045,17
2019-05-08,4965.6241284784,17
2019-05-09,4967.2708319217545,17
2019-05-10,4968.91753536511,17
2019-05-11,4970.564238808465,17
2019-05-12,4972.21094225182,17
2019-05-13,4973.857645695175,17
2019-05-14,4975.5043491385295,17
2019-05-15,4977.151052581884,17
2019-05-16,4978.797756025239,17
2019-05-17,4980.444459468595,17
2019-05-18,4982.091162911949,17
2019-05-19,4983.7378663553045,17
2019-05-20,4985.384569798659,17
2019-05-21,4987.031273242014,17
2019-05-22,4988.677976685369,17
2019-05-23,4990.324680128724,17
2019-05-24,4991.9713835720795,17
2019-05-25,4993.618087015434,17
2019-05-26,4995.264790458789,17
2019-05-27,4996.911493902144,17
2019-05-28,4998.558197345499,17
2019-05-29,5000.204900788854,17
2019-05-30,5001.851604232209,17
2019-05-31,5003.498307675563,17
2019-04-14,5939.513404002552,18
