ID,prediction
350,2880.3999999999996
351,0.0
352,5579.4
353,4704.4
354,4981.2
355,4710.0
356,4467.0
357,2880.3999999999996
358,0.0
359,5579.4
360,4704.4
361,4981.2
362,4710.0
363,4467.0
364,2880.3999999999996
365,0.0
366,5579.4
367,4704.4
368,4981.2
369,4710.0
370,4467.0
371,2880.3999999999996
372,0.0
373,5579.4
374,4704.4
375,4981.2
376,4710.0
377,4467.0
378,2880.3999999999996
379,0.0
380,5579.4
381,4704.4
382,4981.2
383,4710.0
384,4467.0
385,0.0
386,22294.2
387,13114.199999999999
388,13711.599999999999
389,4504.2
390,15758.4
391,10292.8
392,0.0
393,22294.2
394,13114.199999999999
395,13711.599999999999
396,4504.2
397,15758.4
398,10292.8
399,0.0
400,22294.2
401,13114.199999999999
402,13711.599999999999
403,4504.2
404,15758.4
405,10292.8
406,0.0
407,22294.2
408,13114.199999999999
409,13711.599999999999
410,4504.2
411,15758.4
412,10292.8
413,0.0
414,22294.2
415,13114.199999999999
416,13711.599999999999
417,4504.2
418,15758.4
419,10292.8
420,0.0
421,22294.2
422,13114.199999999999
423,13711.599999999999
424,4504.2
425,15758.4
426,10292.8
427,0.0
428,22294.2
429,13114.199999999999
430,13711.599999999999
431,4504.2
432,15758.4
433,0.0
434,7019.2
435,5752.2
436,5236.799999999999
437,4507.0
438,4812.0
439,3274.3999999999996
440,0.0
441,7019.2
442,5752.2
443,5236.799999999999
444,4507.0
445,4812.0
446,3274.3999999999996
447,0.0
448,7019.2
449,5752.2
450,5236.799999999999
451,4507.0
452,4812.0
453,3274.3999999999996
454,0.0
455,7019.2
456,5752.2
457,5236.799999999999
458,4507.0
459,4812.0
460,3274.3999999999996
461,0.0
462,7019.2
463,5752.2
464,5236.799999999999
465,4507.0
466,4812.0
467,3274.3999999999996
468,0.0
469,7019.2
470,5752.2
471,5236.799999999999
472,4507.0
473,4812.0
474,3274.3999999999996
475,0.0
476,7019.2
477,5752.2
478,5236.799999999999
479,4507.0
480,4812.0
481,0.0
482,9980.599999999999
483,9067.2
484,9317.8
485,7843.0
486,8181.0
487,6029.799999999999
488,0.0
489,9980.599999999999
490,9067.2
491,9317.8
492,7843.0
493,8181.0
494,6029.799999999999
495,0.0
496,9980.599999999999
497,9067.2
498,9317.8
499,7843.0
500,8181.0
501,6029.799999999999
502,0.0
503,9980.599999999999
504,9067.2
505,9317.8
506,7843.0
507,8181.0
508,6029.799999999999
509,0.0
510,9980.599999999999
511,9067.2
512,9317.8
513,7843.0
514,8181.0
515,6029.799999999999
516,0.0
517,9980.599999999999
518,9067.2
519,9317.8
520,7843.0
521,8181.0
522,6029.799999999999
523,0.0
524,9980.599999999999
525,9067.2
526,9317.8
527,7843.0
528,8181.0
529,0.0
530,8465.6
531,6703.200000000001
532,8665.6
533,5726.0
534,4911.0
535,2910.4
536,0.0
537,8465.6
538,6703.200000000001
539,8665.6
540,5726.0
541,4911.0
542,2910.4
543,0.0
544,8465.6
545,6703.200000000001
546,8665.6
547,5726.0
548,4911.0
549,2910.4
550,0.0
551,8465.6
552,6703.200000000001
553,8665.6
554,5726.0
555,4911.0
556,2910.4
557,0.0
558,8465.6
559,6703.200000000001
560,8665.6
561,5726.0
562,4911.0
563,2910.4
564,0.0
565,8465.6
566,6703.200000000001
567,8665.6
568,5726.0
569,4911.0
570,2910.4
571,0.0
572,8465.6
573,6703.200000000001
574,8665.6
575,5726.0
576,4911.0
577,0.0
578,14706.4
579,11624.0
580,10757.599999999999
581,8989.0
582,9530.0
583,8367.8
584,0.0
585,14706.4
586,11624.0
587,10757.599999999999
588,8989.0
589,9530.0
590,8367.8
591,0.0
592,14706.4
593,11624.0
594,10757.599999999999
595,8989.0
596,9530.0
597,8367.8
598,0.0
599,14706.4
600,11624.0
601,10757.599999999999
602,8989.0
603,9530.0
604,8367.8
605,0.0
606,14706.4
607,11624.0
608,10757.599999999999
609,8989.0
610,9530.0
611,8367.8
612,0.0
613,14706.4
614,11624.0
615,10757.599999999999
616,8989.0
617,9530.0
618,8367.8
619,0.0
620,14706.4
621,11624.0
622,10757.599999999999
623,8989.0
624,9530.0
625,0.0
626,8868.4
627,6160.8
628,6970.0
629,6457.0
630,6972.0
631,5165.6
632,0.0
633,8868.4
634,6160.8
635,6970.0
636,6457.0
637,6972.0
638,5165.6
639,0.0
640,8868.4
641,6160.8
642,6970.0
643,6457.0
644,6972.0
645,5165.6
646,0.0
647,8868.4
648,6160.8
649,6970.0
650,6457.0
651,6972.0
652,5165.6
653,0.0
654,8868.4
655,6160.8
656,6970.0
657,6457.0
658,6972.0
659,5165.6
660,0.0
661,8868.4
662,6160.8
663,6970.0
664,6457.0
665,6972.0
666,5165.6
667,0.0
668,8868.4
669,6160.8
670,6970.0
671,6457.0
672,6972.0
673,0.0
674,5042.0
675,4063.2
676,3796.6
677,3257.0
678,3933.0
679,3857.0
680,0.0
681,5042.0
682,4063.2
683,3796.6
684,3257.0
685,3933.0
686,3857.0
687,0.0
688,5042.0
689,4063.2
690,3796.6
691,3257.0
692,3933.0
693,3857.0
694,0.0
695,5042.0
696,4063.2
697,3796.6
698,3257.0
699,3933.0
700,3857.0
701,0.0
702,5042.0
703,4063.2
704,3796.6
705,3257.0
706,3933.0
707,3857.0
708,0.0
709,5042.0
710,4063.2
711,3796.6
712,3257.0
713,3933.0
714,3857.0
715,0.0
716,5042.0
717,4063.2
718,3796.6
719,3257.0
720,3933.0
721,0.0
722,6709.4
723,5768.6
724,5588.4
725,4137.0
726,4738.0
727,4000.0
728,0.0
729,6709.4
730,5768.6
731,5588.4
732,4137.0
733,4738.0
734,4000.0
735,0.0
736,6709.4
737,5768.6
738,5588.4
739,4137.0
740,4738.0
741,4000.0
742,0.0
743,6709.4
744,5768.6
745,5588.4
746,4137.0
747,4738.0
748,4000.0
749,0.0
750,6709.4
751,5768.6
752,5588.4
753,4137.0
754,4738.0
755,4000.0
756,0.0
757,6709.4
758,5768.6
759,5588.4
760,4137.0
761,4738.0
762,4000.0
763,0.0
764,6709.4
765,5768.6
766,5588.4
767,4137.0
768,4738.0
769,0.0
770,8972.2
771,6726.0
772,6920.8
773,5119.0
774,6142.0
775,5568.0
776,0.0
777,8972.2
778,6726.0
779,6920.8
780,5119.0
781,6142.0
782,5568.0
783,0.0
784,8972.2
785,6726.0
786,6920.8
787,5119.0
788,6142.0
789,5568.0
790,0.0
791,8972.2
792,6726.0
793,6920.8
794,5119.0
795,6142.0
796,5568.0
797,0.0
798,8972.2
799,6726.0
800,6920.8
801,5119.0
802,6142.0
803,5568.0
804,0.0
805,8972.2
806,6726.0
807,6920.8
808,5119.0
809,6142.0
810,5568.0
811,0.0
812,8972.2
813,6726.0
814,6920.8
815,5119.0
816,6142.0
817,0.0
818,7456.599999999999
819,6598.6
820,5990.4
821,5854.0
822,5680.0
823,3650.4
824,0.0
825,7456.599999999999
826,6598.6
827,5990.4
828,5854.0
829,5680.0
830,3650.4
831,0.0
832,7456.599999999999
833,6598.6
834,5990.4
835,5854.0
836,5680.0
837,3650.4
838,0.0
839,7456.599999999999
840,6598.6
841,5990.4
842,5854.0
843,5680.0
844,3650.4
845,0.0
846,7456.599999999999
847,6598.6
848,5990.4
849,5854.0
850,5680.0
851,3650.4
852,0.0
853,7456.599999999999
854,6598.6
855,5990.4
856,5854.0
857,5680.0
858,3650.4
859,0.0
860,7456.599999999999
861,6598.6
862,5990.4
863,5854.0
864,5680.0
865,0.0
866,13447.0
867,12206.2
868,11748.599999999999
869,9504.0
870,10901.0
871,9172.199999999999
872,0.0
873,13447.0
874,12206.2
875,11748.599999999999
876,9504.0
877,10901.0
878,9172.199999999999
879,0.0
880,13447.0
881,12206.2
882,11748.599999999999
883,9504.0
884,10901.0
885,9172.199999999999
886,0.0
887,13447.0
888,12206.2
889,11748.599999999999
890,9504.0
891,10901.0
892,9172.199999999999
893,0.0
894,13447.0
895,12206.2
896,11748.599999999999
897,9504.0
898,10901.0
899,9172.199999999999
900,0.0
901,13447.0
902,12206.2
903,11748.599999999999
904,9504.0
905,10901.0
906,9172.199999999999
907,0.0
908,13447.0
909,12206.2
910,11748.599999999999
911,9504.0
912,10901.0
913,0.0
914,9369.2
915,7538.4
916,7762.4
917,3564.6
918,9230.2
919,8368.6
920,0.0
921,9369.2
922,7538.4
923,7762.4
924,3564.6
925,9230.2
926,8368.6
927,0.0
928,9369.2
929,7538.4
930,7762.4
931,3564.6
932,9230.2
933,8368.6
934,0.0
935,9369.2
936,7538.4
937,7762.4
938,3564.6
939,9230.2
940,8368.6
941,0.0
942,9369.2
943,7538.4
944,7762.4
945,3564.6
946,9230.2
947,8368.6
948,0.0
949,9369.2
950,7538.4
951,7762.4
952,3564.6
953,9230.2
954,8368.6
955,0.0
956,9369.2
957,7538.4
958,7762.4
959,3564.6
960,9230.2
961,0.0
962,8555.800000000001
963,6259.0
964,5960.799999999999
965,2674.7999999999997
966,6699.2
967,4951.6
968,0.0
969,8555.800000000001
970,6259.0
971,5960.799999999999
972,2674.7999999999997
973,6699.2
974,4951.6
975,0.0
976,8555.800000000001
977,6259.0
978,5960.799999999999
979,2674.7999999999997
980,6699.2
981,4951.6
982,0.0
983,8555.800000000001
984,6259.0
985,5960.799999999999
986,2674.7999999999997
987,6699.2
988,4951.6
989,0.0
990,8555.800000000001
991,6259.0
992,5960.799999999999
993,2674.7999999999997
994,6699.2
995,4951.6
996,0.0
997,8555.800000000001
998,6259.0
999,5960.799999999999
1000,2674.7999999999997
1001,6699.2
1002,4951.6
1003,0.0
1004,8555.800000000001
1005,6259.0
1006,5960.799999999999
1007,2674.7999999999997
1008,6699.2
1009,0.0
1010,5728.200000000001
1011,4787.2
1012,4024.2
1013,2016.6
1014,5117.0
1015,2374.6
1016,0.0
1017,5728.200000000001
1018,4787.2
1019,4024.2
1020,2016.6
1021,5117.0
1022,2374.6
1023,0.0
1024,5728.200000000001
1025,4787.2
1026,4024.2
1027,2016.6
1028,5117.0
1029,2374.6
1030,0.0
1031,5728.200000000001
1032,4787.2
1033,4024.2
1034,2016.6
1035,5117.0
1036,2374.6
1037,0.0
1038,5728.200000000001
1039,4787.2
1040,4024.2
1041,2016.6
1042,5117.0
1043,2374.6
1044,0.0
1045,5728.200000000001
1046,4787.2
1047,4024.2
1048,2016.6
1049,5117.0
1050,2374.6
1051,0.0
1052,5728.200000000001
1053,4787.2
1054,4024.2
1055,2016.6
1056,5117.0
1057,0.0
1058,5802.6
1059,4872.4
1060,5423.4
1061,4535.0
1062,4639.0
1063,4058.5999999999995
1064,0.0
1065,5802.6
1066,4872.4
1067,5423.4
1068,4535.0
1069,4639.0
1070,4058.5999999999995
1071,0.0
1072,5802.6
1073,4872.4
1074,5423.4
1075,4535.0
1076,4639.0
1077,4058.5999999999995
1078,0.0
1079,5802.6
1080,4872.4
1081,5423.4
1082,4535.0
1083,4639.0
1084,4058.5999999999995
1085,0.0
1086,5802.6
1087,4872.4
1088,5423.4
1089,4535.0
1090,4639.0
1091,4058.5999999999995
1092,0.0
1093,5802.6
1094,4872.4
1095,5423.4
1096,4535.0
1097,4639.0
1098,4058.5999999999995
1099,0.0
1100,5802.6
1101,4872.4
1102,5423.4
1103,4535.0
1104,4639.0
1105,0.0
1106,15663.0
1107,12258.0
1108,11769.8
1109,5513.4
1110,13206.2
1111,11947.0
1112,0.0
1113,15663.0
1114,12258.0
1115,11769.8
1116,5513.4
1117,13206.2
1118,11947.0
1119,0.0
1120,15663.0
1121,12258.0
1122,11769.8
1123,5513.4
1124,13206.2
1125,11947.0
1126,0.0
1127,15663.0
1128,12258.0
1129,11769.8
1130,5513.4
1131,13206.2
1132,11947.0
1133,0.0
1134,15663.0
1135,12258.0
1136,11769.8
1137,5513.4
1138,13206.2
1139,11947.0
1140,0.0
1141,15663.0
1142,12258.0
1143,11769.8
1144,5513.4
1145,13206.2
1146,11947.0
1147,0.0
1148,15663.0
1149,12258.0
1150,11769.8
1151,5513.4
1152,13206.2
1153,0.0
1154,9904.0
1155,8621.2
1156,8218.2
1157,5972.0
1158,6906.0
1159,6376.2
1160,0.0
1161,9904.0
1162,8621.2
1163,8218.2
1164,5972.0
1165,6906.0
1166,6376.2
1167,0.0
1168,9904.0
1169,8621.2
1170,8218.2
1171,5972.0
1172,6906.0
1173,6376.2
1174,0.0
1175,9904.0
1176,8621.2
1177,8218.2
1178,5972.0
1179,6906.0
1180,6376.2
1181,0.0
1182,9904.0
1183,8621.2
1184,8218.2
1185,5972.0
1186,6906.0
1187,6376.2
1188,0.0
1189,9904.0
1190,8621.2
1191,8218.2
1192,5972.0
1193,6906.0
1194,6376.2
1195,0.0
1196,9904.0
1197,8621.2
1198,8218.2
1199,5972.0
1200,6906.0
1201,0.0
1202,5532.2
1203,4708.599999999999
1204,4664.6
1205,5397.0
1206,4764.0
1207,3956.2
1208,0.0
1209,5532.2
1210,4708.599999999999
1211,4664.6
1212,5397.0
1213,4764.0
1214,3956.2
1215,0.0
1216,5532.2
1217,4708.599999999999
1218,4664.6
1219,5397.0
1220,4764.0
1221,3956.2
1222,0.0
1223,5532.2
1224,4708.599999999999
1225,4664.6
1226,5397.0
1227,4764.0
1228,3956.2
1229,0.0
1230,5532.2
1231,4708.599999999999
1232,4664.6
1233,5397.0
1234,4764.0
1235,3956.2
1236,0.0
1237,5532.2
1238,4708.599999999999
1239,4664.6
1240,5397.0
1241,4764.0
1242,3956.2
1243,0.0
1244,5532.2
1245,4708.599999999999
1246,4664.6
1247,5397.0
1248,4764.0
1249,5424.4
1250,8042.799999999999
1251,6965.6
1252,7016.8
1253,6174.0
1254,6692.0
1255,6596.599999999999
1256,5424.4
1257,8042.799999999999
1258,6965.6
1259,7016.8
1260,6174.0
1261,6692.0
1262,6596.599999999999
1263,5424.4
1264,8042.799999999999
1265,6965.6
1266,7016.8
1267,6174.0
1268,6692.0
1269,6596.599999999999
1270,5424.4
1271,8042.799999999999
1272,6965.6
1273,7016.8
1274,6174.0
1275,6692.0
1276,6596.599999999999
1277,5424.4
1278,8042.799999999999
1279,6965.6
1280,7016.8
1281,6174.0
1282,6692.0
1283,6596.599999999999
1284,5424.4
1285,8042.799999999999
1286,6965.6
1287,7016.8
1288,6174.0
1289,6692.0
1290,6596.599999999999
1291,5424.4
1292,8042.799999999999
1293,6965.6
1294,7016.8
1295,6174.0
1296,6692.0
1297,0.0
1298,7407.799999999999
1299,7095.4
1300,6616.4
1301,6597.0
1302,5710.0
1303,4367.0
1304,0.0
1305,7407.799999999999
1306,7095.4
1307,6616.4
1308,6597.0
1309,5710.0
1310,4367.0
1311,0.0
1312,7407.799999999999
1313,7095.4
1314,6616.4
1315,6597.0
1316,5710.0
1317,4367.0
1318,0.0
1319,7407.799999999999
1320,7095.4
1321,6616.4
1322,6597.0
1323,5710.0
1324,4367.0
1325,0.0
1326,7407.799999999999
1327,7095.4
1328,6616.4
1329,6597.0
1330,5710.0
1331,4367.0
1332,0.0
1333,7407.799999999999
1334,7095.4
1335,6616.4
1336,6597.0
1337,5710.0
1338,4367.0
1339,0.0
1340,7407.799999999999
1341,7095.4
1342,6616.4
1343,6597.0
1344,5710.0
1345,0.0
1346,6718.4
1347,5387.0
1348,5104.4
1349,5427.0
1350,4464.0
1351,2410.0
1352,0.0
1353,6718.4
1354,5387.0
1355,5104.4
1356,5427.0
1357,4464.0
1358,2410.0
1359,0.0
1360,6718.4
1361,5387.0
1362,5104.4
1363,5427.0
1364,4464.0
1365,2410.0
1366,0.0
1367,6718.4
1368,5387.0
1369,5104.4
1370,5427.0
1371,4464.0
1372,2410.0
1373,0.0
1374,6718.4
1375,5387.0
1376,5104.4
1377,5427.0
1378,4464.0
1379,2410.0
1380,0.0
1381,6718.4
1382,5387.0
1383,5104.4
1384,5427.0
1385,4464.0
1386,2410.0
1387,0.0
1388,6718.4
1389,5387.0
1390,5104.4
1391,5427.0
1392,4464.0
1393,2350.2
1394,8622.8
1395,6993.6
1396,6374.6
1397,7333.0
1398,6444.0
1399,5406.0
1400,2350.2
1401,8622.8
1402,6993.6
1403,6374.6
1404,7333.0
1405,6444.0
1406,5406.0
1407,2350.2
1408,8622.8
1409,6993.6
1410,6374.6
1411,7333.0
1412,6444.0
1413,5406.0
1414,2350.2
1415,8622.8
1416,6993.6
1417,6374.6
1418,7333.0
1419,6444.0
1420,5406.0
1421,2350.2
1422,8622.8
1423,6993.6
1424,6374.6
1425,7333.0
1426,6444.0
1427,5406.0
1428,2350.2
1429,8622.8
1430,6993.6
1431,6374.6
1432,7333.0
1433,6444.0
1434,5406.0
1435,2350.2
1436,8622.8
1437,6993.6
1438,6374.6
1439,7333.0
1440,6444.0
1441,0.0
1442,6389.4
1443,5349.200000000001
1444,5448.2
1445,4926.0
1446,5005.0
1447,2880.2
1448,0.0
1449,6389.4
1450,5349.200000000001
1451,5448.2
1452,4926.0
1453,5005.0
1454,2880.2
1455,0.0
1456,6389.4
1457,5349.200000000001
1458,5448.2
1459,4926.0
1460,5005.0
1461,2880.2
1462,0.0
1463,6389.4
1464,5349.200000000001
1465,5448.2
1466,4926.0
1467,5005.0
1468,2880.2
1469,0.0
1470,6389.4
1471,5349.200000000001
1472,5448.2
1473,4926.0
1474,5005.0
1475,2880.2
1476,0.0
1477,6389.4
1478,5349.200000000001
1479,5448.2
1480,4926.0
1481,5005.0
1482,2880.2
1483,0.0
1484,6389.4
1485,5349.200000000001
1486,5448.2
1487,4926.0
1488,5005.0
1489,0.0
1490,8148.6
1491,7188.2
1492,6634.6
1493,6171.0
1494,5370.0
1495,4577.8
1496,0.0
1497,8148.6
1498,7188.2
1499,6634.6
1500,6171.0
1501,5370.0
1502,4577.8
1503,0.0
1504,8148.6
1505,7188.2
1506,6634.6
1507,6171.0
1508,5370.0
1509,4577.8
1510,0.0
1511,8148.6
1512,7188.2
1513,6634.6
1514,6171.0
1515,5370.0
1516,4577.8
1517,0.0
1518,8148.6
1519,7188.2
1520,6634.6
1521,6171.0
1522,5370.0
1523,4577.8
1524,0.0
1525,8148.6
1526,7188.2
1527,6634.6
1528,6171.0
1529,5370.0
1530,4577.8
1531,0.0
1532,8148.6
1533,7188.2
1534,6634.6
1535,6171.0
1536,5370.0
1537,0.0
1538,7494.799999999999
1539,6985.0
1540,6473.200000000001
1541,6357.0
1542,5982.0
1543,5505.200000000001
1544,0.0
1545,7494.799999999999
1546,6985.0
1547,6473.200000000001
1548,6357.0
1549,5982.0
1550,5505.200000000001
1551,0.0
1552,7494.799999999999
1553,6985.0
1554,6473.200000000001
1555,6357.0
1556,5982.0
1557,5505.200000000001
1558,0.0
1559,7494.799999999999
1560,6985.0
1561,6473.200000000001
1562,6357.0
1563,5982.0
1564,5505.200000000001
1565,0.0
1566,7494.799999999999
1567,6985.0
1568,6473.200000000001
1569,6357.0
1570,5982.0
1571,5505.200000000001
1572,0.0
1573,7494.799999999999
1574,6985.0
1575,6473.200000000001
1576,6357.0
1577,5982.0
1578,5505.200000000001
1579,0.0
1580,7494.799999999999
1581,6985.0
1582,6473.200000000001
1583,6357.0
1584,5982.0
1585,0.0
1586,7779.4
1587,5477.0
1588,5097.0
1589,2550.0
1590,5711.8
1591,3109.8
1592,0.0
1593,7779.4
1594,5477.0
1595,5097.0
1596,2550.0
1597,5711.8
1598,3109.8
1599,0.0
1600,7779.4
1601,5477.0
1602,5097.0
1603,2550.0
1604,5711.8
1605,3109.8
1606,0.0
1607,7779.4
1608,5477.0
1609,5097.0
1610,2550.0
1611,5711.8
1612,3109.8
1613,0.0
1614,7779.4
1615,5477.0
1616,5097.0
1617,2550.0
1618,5711.8
1619,3109.8
1620,0.0
1621,7779.4
1622,5477.0
1623,5097.0
1624,2550.0
1625,5711.8
1626,3109.8
1627,0.0
1628,7779.4
1629,5477.0
1630,5097.0
1631,2550.0
1632,5711.8
1633,0.0
1634,8411.2
1635,7152.199999999999
1636,7043.4
1637,5747.0
1638,6496.0
1639,5852.799999999999
1640,0.0
1641,8411.2
1642,7152.199999999999
1643,7043.4
1644,5747.0
1645,6496.0
1646,5852.799999999999
1647,0.0
1648,8411.2
1649,7152.199999999999
1650,7043.4
1651,5747.0
1652,6496.0
1653,5852.799999999999
1654,0.0
1655,8411.2
1656,7152.199999999999
1657,7043.4
1658,5747.0
1659,6496.0
1660,5852.799999999999
1661,0.0
1662,8411.2
1663,7152.199999999999
1664,7043.4
1665,5747.0
1666,6496.0
1667,5852.799999999999
1668,0.0
1669,8411.2
1670,7152.199999999999
1671,7043.4
1672,5747.0
1673,6496.0
1674,5852.799999999999
1675,0.0
1676,8411.2
1677,7152.199999999999
1678,7043.4
1679,5747.0
1680,6496.0
1681,0.0
1682,6438.0
1683,5441.4
1684,5449.0
1685,4836.0
1686,4853.0
1687,3924.7999999999997
1688,0.0
1689,6438.0
1690,5441.4
1691,5449.0
1692,4836.0
1693,4853.0
1694,3924.7999999999997
1695,0.0
1696,6438.0
1697,5441.4
1698,5449.0
1699,4836.0
1700,4853.0
1701,3924.7999999999997
1702,0.0
1703,6438.0
1704,5441.4
1705,5449.0
1706,4836.0
1707,4853.0
1708,3924.7999999999997
1709,0.0
1710,6438.0
1711,5441.4
1712,5449.0
1713,4836.0
1714,4853.0
1715,3924.7999999999997
1716,0.0
1717,6438.0
1718,5441.4
1719,5449.0
1720,4836.0
1721,4853.0
1722,3924.7999999999997
1723,0.0
1724,6438.0
1725,5441.4
1726,5449.0
1727,4836.0
1728,4853.0
1729,0.0
1730,3971.4
1731,3720.6
1732,3228.2
1733,3471.0
1734,3184.0
1735,2847.2
1736,0.0
1737,3971.4
1738,3720.6
1739,3228.2
1740,3471.0
1741,3184.0
1742,2847.2
1743,0.0
1744,3971.4
1745,3720.6
1746,3228.2
1747,3471.0
1748,3184.0
1749,2847.2
1750,0.0
1751,3971.4
1752,3720.6
1753,3228.2
1754,3471.0
1755,3184.0
1756,2847.2
1757,0.0
1758,3971.4
1759,3720.6
1760,3228.2
1761,3471.0
1762,3184.0
1763,2847.2
1764,0.0
1765,3971.4
1766,3720.6
1767,3228.2
1768,3471.0
1769,3184.0
1770,2847.2
1771,0.0
1772,3971.4
1773,3720.6
1774,3228.2
1775,3471.0
1776,3184.0
1777,0.0
1778,11603.599999999999
1779,9323.4
1780,8765.0
1781,7973.0
1782,8964.0
1783,6583.6
1784,0.0
1785,11603.599999999999
1786,9323.4
1787,8765.0
1788,7973.0
1789,8964.0
1790,6583.6
1791,0.0
1792,11603.599999999999
1793,9323.4
1794,8765.0
1795,7973.0
1796,8964.0
1797,6583.6
1798,0.0
1799,11603.599999999999
1800,9323.4
1801,8765.0
1802,7973.0
1803,8964.0
1804,6583.6
1805,0.0
1806,11603.599999999999
1807,9323.4
1808,8765.0
1809,7973.0
1810,8964.0
1811,6583.6
1812,0.0
1813,11603.599999999999
1814,9323.4
1815,8765.0
1816,7973.0
1817,8964.0
1818,6583.6
1819,0.0
1820,11603.599999999999
